election,state_reg,mimu_stregpcode,mimu_stregname,mimu_dspcode,mimu_dsname,mimu_twpcode,mimu_twname,ser_num,mimu_plcode,cons_num,dstot_eligv,dstot_ticketv,dstot_earlyv,dstot_totalv,dstot_pctv,dstot_invv,dstot_lostv,dstot_invlostv,cand_name,cand_party,dstot_val_ticketv,dstot_val_earlyv,dstot_val_totalv,cand_pctvalv,lu_name,lu_state,lu_consnm,lu_par,lu_gen,lu_byr,lu_age,lu_occ,lu_occrecode,lu_edu,lu_edurecode,lu_deg,lu_hideg,lu_nat,lu_rel,lu_wdvill,lu_urbrur,lu_vlnum,lu_fat,lu_fatnat,lu_fatrel,lu_mot,lu_motnat,lu_motrel
State and Region,Sagaing,MMR005,Sagaing,MMR005D007,Mawlaik,MMR005032,Paungbyin,145,MMR005032,Paungbyin (1),36816,27704,1893,29597,80.39,1410,31,1441,U Maung Maung Latt,National League for Democracy (NLD),13526,772,14298,0.5078,U Maung Maung Latt,Sagaing Region,Paungbyin,National League for Democracy (NLD),M,1961,54,Trading,Own business,Grade 10,B.E.H.S,,B.E.H.S,Bamar,Buddhist,"Kyun Shwe War Ward, Phaung Pyin Township",Urban,,U Kan Thaung,Bamar,Buddhist,Daw Kyin Nyunt,Bamar,Buddhist
State and Region,Sagaing,MMR005,Sagaing,MMR005D007,Mawlaik,MMR005032,Paungbyin,145,MMR005032,Paungbyin (1),36816,27704,1893,29597,80.39,1410,31,1441,Daw Thin Thin Swe,Union Solidarity and Development Party (USDP),9107,853,9960,0.3537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D007,Mawlaik,MMR005032,Paungbyin,146,MMR005032,Paungbyin (2),36452,25065,1581,26646,73.1,936,4,940,U Kyaw Sein,National Unity Party (NUP),2160,125,2285,0.0889,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D007,Mawlaik,MMR005032,Paungbyin,146,MMR005032,Paungbyin (2),36452,25065,1581,26646,73.1,936,4,940,U Khin Maung Tun,Union Solidarity and Development Party (USDP),10783,935,11718,0.4558,U Khin Maung Tun,Sagaing Region,Paungbyin,Union Solidarity and Development Party (USDP),M,1964,51,Design and Printing,Own business,B.A (Geography),B.A,,Bachelor,Bamar,Buddhist,Ingyin Myaing Ward,Urban,,U Ei,Bamar,Buddhist,Daw Tin Aye,Bamar,Buddhist
State and Region,Sagaing,MMR005,Sagaing,MMR005D007,Mawlaik,MMR005032,Paungbyin,146,MMR005032,Paungbyin (2),36452,25065,1581,26646,73.1,936,4,940,U Maung Ngwe,Shan-Ni & Northern Shan Ethnics Solidarity Party (S.N.S.P),344,25,369,0.0144,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D007,Mawlaik,MMR005032,Paungbyin,146,MMR005032,Paungbyin (2),36452,25065,1581,26646,73.1,936,4,940,Daw Ei Ei Phyo,National League for Democracy (NLD),10861,473,11334,0.4409,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,147,MMR005033,Hkamti (1),12347,8004,555,8559,69.32,471,6,477,U Ma Kyuu (a) U Kyaung Mar,National Unity Party (NUP),1342,129,1471,0.182,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,147,MMR005033,Hkamti (1),12347,8004,555,8559,69.32,471,6,477,U Maung Tay,National League for Democracy (NLD),4616,274,4890,0.605,U Maung Tay,Sagaing Region,Hkamti,National League for Democracy (NLD),M,1986,29,Trading,Own business,Grade 11,B.E.H.S,,B.E.H.S,Naga,Christian,Sin Che Tract,Rural,,U Nyi Aung ,Naga,Christian,Daw Chi Swe ,Naga,Christian 
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,147,MMR005033,Hkamti (1),12347,8004,555,8559,69.32,471,6,477,U Myat Ko,Union Solidarity and Development Party (USDP),1601,120,1721,0.2129,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,148,MMR005033,Hkamti (2),13130,8426,1099,9525,72.54,403,0,403,U Kal Yone,Individual,1644,162,1806,0.198,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,148,MMR005033,Hkamti (2),13130,8426,1099,9525,72.54,403,0,403,U Saw Myint Oo,Union Solidarity and Development Party (USDP),1721,654,2375,0.2604,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,148,MMR005033,Hkamti (2),13130,8426,1099,9525,72.54,403,0,403,U Saing Sai Mon,Tai-Leng Nationalities Development Party (T.N.D.P),794,40,834,0.0914,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,148,MMR005033,Hkamti (2),13130,8426,1099,9525,72.54,403,0,403,U Maung Thein,National Unity Party (NUP),138,17,155,0.017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,148,MMR005033,Hkamti (2),13130,8426,1099,9525,72.54,403,0,403,U Mya Maung,Individual,147,26,173,0.019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,148,MMR005033,Hkamti (2),13130,8426,1099,9525,72.54,403,0,403,U Thein Hlaing Win,National League for Democracy (NLD),3607,172,3779,0.4143,U Thein Hlaing Win,Sagaing Region,Hkamti,National League for Democracy (NLD),M,1959,56,Pensioner,Not Identifiable,B.Sc (Zoology) ,B.Sc,,Bachelor,Bamar,Buddhist,Myoma Ward,Urban,,U Nyunt,Bamar,Buddhist,Daw Ohm Kyi,Bamar,Buddhist
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,149,MMR005034,Homalin (1),78450,54045,3536,57581,73.4,3780,6,3786,Daw Sein Sein,National Unity Party (NUP),4370,287,4657,0.0866,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,149,MMR005034,Homalin (1),78450,54045,3536,57581,73.4,3780,6,3786,U Wai Phyo,National League for Democracy (NLD),19117,1050,20167,0.3749,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,149,MMR005034,Homalin (1),78450,54045,3536,57581,73.4,3780,6,3786,U Thet Tin,Shan-Ni & Northern Shan Ethnics Solidarity Party (S.N.S.P),1250,78,1328,0.0247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,149,MMR005034,Homalin (1),78450,54045,3536,57581,73.4,3780,6,3786,U Than Ngwe,Union Solidarity and Development Party (USDP),6431,782,7213,0.1341,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,149,MMR005034,Homalin (1),78450,54045,3536,57581,73.4,3780,6,3786,U Than Nyunt,Tai-Leng Nationalities Development Party (T.N.D.P),19185,1245,20430,0.3798,U Than Nyunt,Sagaing Region,Homalin,Tai-Leng Nationalities Development Party (T.N.D.P),M,1953,62,Avocate ,Own business,LL.B,LL.B,,Bachelor,Shan,Buddhist,Not Available,Not Available,,U Chit Su,Shan,Buddhist,Daw Tin Nu,Shan,Buddhist
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,150,MMR005034,Homalin (2),48888,33884,2157,36041,73.72,1946,24,1970,U Kyaw Htay Lwin,National League for Democracy (NLD),14766,580,15346,0.4504,U Kyaw Htay Lwin,Sagaing Region,Homalin,National League for Democracy (NLD),M,1963,53,Education Service,Own business,B.Sc(Maths),B.Sc,,Bachelor,Shan,Buddhist,Naung Po Aung Village,Rural,,U Mya Aung ,Shan,Buddhist,Daw Win Kyi,Shan,Buddhist
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,150,MMR005034,Homalin (2),48888,33884,2157,36041,73.72,1946,24,1970,U Khin Maung Swe,Union Solidarity and Development Party (USDP),3867,703,4570,0.1341,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,150,MMR005034,Homalin (2),48888,33884,2157,36041,73.72,1946,24,1970,U Sai Nay Myo Aung,Shan-Ni & Northern Shan Ethnics Solidarity Party (S.N.S.P),1146,80,1226,0.036,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,150,MMR005034,Homalin (2),48888,33884,2157,36041,73.72,1946,24,1970,U Thet Khaing,National Unity Party (NUP),2450,147,2597,0.0762,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,150,MMR005034,Homalin (2),48888,33884,2157,36041,73.72,1946,24,1970,U Than Win,Tai-Leng Nationalities Development Party (T.N.D.P),9709,623,10332,0.3032,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005035,Lay Shi,151,MMR005035,Lay Shi (1),4393,3641,309,3950,89.92,137,0,137,U Kar Si Yan,National League for Democracy (NLD),2152,172,2324,0.6095,U Kar Si Yan,Sagaing Region,Lay Shi,National League for Democracy (NLD),M,1972,44,Trading,Own business,B.A (History),B.A,,Bachelor,Naga,Buddhist,Myoma Ward,Urban,,U Khu Pe,Naga,Buddhist,Daw Wel Law ,Naga,Buddhist
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005035,Lay Shi,151,MMR005035,Lay Shi (1),4393,3641,309,3950,89.92,137,0,137,U Sein Tun,Union Solidarity and Development Party (USDP),1363,126,1489,0.3905,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005035,Lay Shi,152,MMR005035,Lay Shi (2),4394,3831,212,4043,92.01,192,2,194,U Yi Htin,National League for Democracy (NLD),2365,88,2453,0.6373,U Yi Htin,Sagaing Region,Lay Shi,National League for Democracy (NLD),M,1980,35,Trading,Own business,2nd Year (Geography),University level,,Some University,Naga,Christian,Swamara (3),Not Identifiable,,U Pulu Chae,Naga,Christian,Daw Nwan Thay ,Naga,Christian 
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005035,Lay Shi,152,MMR005035,Lay Shi (2),4394,3831,212,4043,92.01,192,2,194,U Ahlan Pawt,Union Solidarity and Development Party (USDP),1288,108,1396,0.3627,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005036,Lahe,153,MMR005036,Lahe (1),16149,13809,459,14268,88.35,1371,10,1381,U Law Yone,National League for Democracy (NLD),7003,169,7172,0.5565,U Law Yone,Sagaing Region,Lahe,National League for Democracy (NLD),M,1968,47,Farmer,Own business,Grade 10,B.E.H.S,,B.E.H.S,Naga,Christian,Tar Lan Ward,Urban,,U Won Mal,Naga,Christian,Daw Ram San ,Naga,Christian 
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005036,Lahe,153,MMR005036,Lahe (1),16149,13809,459,14268,88.35,1371,10,1381,U Hla Tun,Union Solidarity and Development Party (USDP),5434,281,5715,0.4435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005036,Lahe,154,MMR005036,Lahe (2),12249,9302,940,10242,83.61,600,3,603,U Kal,National League for Democracy (NLD),4327,317,4644,0.4818,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005036,Lahe,154,MMR005036,Lahe (2),12249,9302,940,10242,83.61,600,3,603,U Sar Mu,Union Solidarity and Development Party (USDP),4381,614,4995,0.5182,U Sar Mu,Sagaing Region,Lahe,Union Solidarity and Development Party (USDP),M,1960,55,Sraff at Advocate Office (Retired),Retired (Gov),Grade 11,B.E.H.S,,B.E.H.S,Naga,Buddhist,"Karla Ward, Lahe Township",Urban,,U Arba,Naga,Buddhist,Daw Ko Tin ,Naga,Buddhist
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005037,Nanyun,155,MMR005037,Nanyun (1),13111,10357,400,10757,82.05,600,50,650,U Sein Maung,National League for Democracy (NLD),6631,137,6768,0.6696,U Sein Maung,Sagaing Region,Nanyun,National League for Democracy (NLD),M,1973,42,Farming ,Own business,"C-Min, B.Th, B.R.E",B.Th,,Bachelor,Naga,Christian,"Aut Ward, Pan Saung",Urban,,U Wi Rai,Naga,Christian,Daw Leit Taung ,Naga,Christian 
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005037,Nanyun,155,MMR005037,Nanyun (1),13111,10357,400,10757,82.05,600,50,650,U Yaung Yan,Union Solidarity and Development Party (USDP),3076,263,3339,0.3304,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005037,Nanyun,156,MMR005037,Nanyun (2),11986,10734,73,10807,90.16,568,3,571,U Kay Sai,National League for Democracy (NLD),6938,34,6972,0.6811,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Sagaing,MMR005,Sagaing,MMR005D008,Hkamti,MMR005037,Nanyun,156,MMR005037,Nanyun (2),11986,10734,73,10807,90.16,568,3,571,U Chit Yaung,Union Solidarity and Development Party (USDP),3225,39,3264,0.3189,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,#REF!,MMR006001,Dawei (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Khin Maung Aye,National League for Democracy (NLD),20023,754,20777,0.7171,U Khin Maung Aye,Tanintharyi Region,Dawei,National League for Democracy (NLD),M,1956,59,Trader,Own business,B.Ed,B.Ed,,Bachelor,Bamar,Buddhist,Oloke quarter,Urban,,U Nyan Htun,Bamar,Buddhist,Daw Soe Myint,Bamar,Buddhist
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,#REF!,MMR006001,Dawei (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Saw Kal Do,Dawei Nationality Party,500,36,536,0.0185,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,#REF!,MMR006001,Dawei (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Tin Oo (a) U Than Aye,National Unity Party (NUP),539,67,606,0.0209,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,#REF!,MMR006001,Dawei (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Than Aung,Union Solidarity and Development Party (USDP),4625,1370,5995,0.2069,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,#REF!,MMR006001,Dawei (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Thein Tan,National Democratic Force (NDF),1010,50,1060,0.0366,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,#REF!,MMR006001,Dawei (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Nyan Shwe,National Unity Party (NUP),564,35,599,0.0182,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,#REF!,MMR006001,Dawei (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Myat Ko,Union Solidarity and Development Party (USDP),6518,631,7149,0.2174,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,#REF!,MMR006001,Dawei (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,Daw Thin Thin Phyu,National Democratic Force (NDF),697,61,758,0.0231,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,#REF!,MMR006001,Dawei (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Ho Pin,National League for Democracy (NLD),22518,1023,23541,0.716,U Ho Pin,Tanintharyi Region,Dawei,National League for Democracy (NLD),M,1957,58,private teacher,Own business,"B,Ed",B.Ed,,Bachelor,Bamar,Buddhist,West Myo Kwin,Not Identifiable,,U Hsin Kyi,Bamar,Buddhist,Daw Yon Shan,Bamar,Buddhist
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006001,Dawei,#REF!,MMR006001,Dawei (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Aye Min,Dawei Nationality Party,788,44,832,0.0253,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006002,   Launglon,#REF!,MMR006002,Launglon (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Nyunt Shwe,Dawei Nationality Party,439,37,476,0.0153,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006002,   Launglon,#REF!,MMR006002,Launglon (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Bo Htwe,National League for Democracy (NLD),24419,1241,25660,0.8243,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006002,   Launglon,#REF!,MMR006002,Launglon (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,Dr. Win Aung,Union Solidarity and Development Party (USDP),4360,632,4992,0.1604,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006002,   Launglon,#REF!,MMR006002,Launglon (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Kyaw Htwe,Union Solidarity and Development Party (USDP),3746,564,4310,0.1757,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006002,   Launglon,#REF!,MMR006002,Launglon (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Htein Win,Individual,345,18,363,0.0148,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006002,   Launglon,#REF!,MMR006002,Launglon (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Maung Maung Aye,Dawei Nationality Party,416,52,468,0.0191,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006002,   Launglon,#REF!,MMR006002,Launglon (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Myint San,National League for Democracy (NLD),18360,1031,19391,0.7904,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
